k,0.01,0.05,0.10
2,2.575829491,1.959964233,1.64485341
3,2.913494192,2.343700476,2.05229258
4,3.113250443,2.569032073,2.291341341
5,3.254685942,2.727774717,2.459516082
6,3.363740192,2.849705382,2.588520643
7,3.452212685,2.948319908,2.692731919
8,3.526470918,3.030878867,2.779883537
9,3.590338924,3.10173026,2.854606339
10,3.646291577,3.16368342,2.919888558
11,3.696020982,3.218653901,2.977768077
12,3.740733465,3.268003591,3.029694463
13,3.781318566,3.312738701,3.076733328
14,3.818450865,3.353617959,3.1196936
15,3.852654327,3.391230382,3.159198949
16,3.884343317,3.426041249,3.195743642
17,3.913850176,3.458424619,3.229723658
18,3.941446432,3.488684546,3.261461439
19,3.967356946,3.517072762,3.29122427
20,3.991769808,3.543799277,3.31923277
21,4.014841995,3.569040161,3.345675735
22,4.036709272,3.592946027,3.370711558
23,4.057487605,3.615646276,3.39447671
24,4.077275281,3.637252631,3.417089277
25,4.096160689,3.657860551,3.438651085
26,4.114219489,3.677556303,3.459252641
27,4.131518856,3.696413427,3.478971727
28,4.148118188,3.71449839,3.497877641
29,4.164069103,3.731869175,3.516032608
30,4.179419684,3.748578108,3.533492489
31,4.194212358,3.764671858,3.550305367
32,4.208483894,3.780192852,3.566516497
33,4.222268941,3.795178566,3.58216477
34,4.235598611,3.809663649,3.597287662
35,4.248501188,3.823679212,3.611916995
36,4.261002129,3.837254248,3.626083879
37,4.273124768,3.850413505,3.639814478
38,4.284891024,3.863181025,3.653134249
39,4.296319991,3.875578729,3.666065818
40,4.307430053,3.887627121,3.678630398
41,4.31823818,3.899344587,3.690847789
42,4.328759929,3.910747391,3.702736375
43,4.339009442,3.921852503,3.714311713
44,4.348999447,3.932673359,3.725589359
45,4.358743378,3.943224099,3.736584163
46,4.368251843,3.953518159,3.747309558
47,4.377536155,3.963566147,3.757777567
48,4.386605506,3.973379375,3.767999503
49,4.395470504,3.98296845,3.777987386
50,4.404138926,3.992343271,3.787749702
51,4.412619258,4.001512325,3.797297058
52,4.42091857,4.010484803,3.806637939
53,4.429046055,4.019267776,3.815781537
54,4.437006664,4.02786973,3.824734923
55,4.444807466,4.036297029,3.833505168
56,4.452454825,4.044556036,3.842100758
57,4.4599544,4.05265453,3.850526642
58,4.467311139,4.060596753,3.858790599
59,4.474529992,4.068389777,3.866897579
60,4.481617323,4.076037844,3.874853237
61,4.488575961,4.083547318,3.882663231
62,4.495411562,4.090921028,3.890333219
63,4.50212837,4.098166044,3.897866734
64,4.508729212,4.105284488,3.905268728
65,4.51521833,4.112282016,3.912543443
66,4.521599969,4.119161458,3.919695828
67,4.527876956,4.125927056,3.926729419
68,4.53405212,4.132582345,3.933647045
69,4.540129702,4.139131568,3.940452947
70,4.546111826,4.145576139,3.94715137
71,4.552002025,4.151921008,3.953744433
72,4.557802422,4.158168297,3.960235674
73,4.563515138,4.164320833,3.966628626
74,4.569143708,4.170380738,3.972924705
75,4.574690253,4.176352255,3.979128153
76,4.580156896,4.182236797,3.985240384
77,4.585545757,4.188036487,3.991264934
78,4.590859664,4.19375486,3.997203923
79,4.596099325,4.199392622,4.003058768
80,4.601267569,4.204952603,4.008833001
81,4.606365809,4.21043763,4.01452804
82,4.611396874,4.215848411,4.02014671
83,4.616481678,4.221187067,4.02568972
84,4.621261013,4.22645572,4.031159898
85,4.626098331,4.23165649,4.036558658
86,4.63087413,4.236790793,4.041887415
87,4.635590532,4.241859334,4.047148997
88,4.64024683,4.246864943,4.052344817
89,4.644847267,4.251809034,4.057475584
90,4.649391842,4.256692313,4.062543418
91,4.65388197,4.261516196,4.067549734
92,4.658319065,4.266282802,4.072495239
93,4.662703834,4.270992841,4.077382761
94,4.667037692,4.275648432,4.082213008
95,4.671322759,4.280249575,4.086986686
96,4.675558329,4.284798393,4.091705209
97,4.679746522,4.289294885,4.0963707
98,4.683888754,4.29374188,4.100983157
99,4.687985023,4.298139377,4.105544703
100,4.692036745,4.302488791,4.110055337
